Time,Aadc,AdB,AuV,A2hcounts,LnA2hcounts,EioktoJ,EdB,Emarse,Tdur,Trise,hcounts,AF,RA,Clust,Heat
"15298,287",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15305,970",41,34,"49,9","16,6","0,07235",39080,"45,9","197686,5",17,18,3,176,"2,772",0,1
"15306,186",39,"33,5","47,5","23,7","0,08353",13192,"41,2","114857,6",6,6,2,333,"7,917",0,1
"15308,906",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"15310,526",34,"32,3","41,4","20,7","0,01493",8324,"39,2","91235,7",5,1,2,400,"41,400",0,1
"15311,043",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"15314,872",48,"35,3","58,5","19,5","0,1249",23243,"43,7","152457,5",9,6,3,333,"9,750",0,1
"15319,232",39,"33,5","47,5","23,7","0,08353",10994,"40,4","104850,1",5,1,2,400,"47,500",0,1
"15323,654",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15324,382",41,34,"49,9","12,5","0,05427",70281,"48,5","265105,4",34,27,4,117,"1,848",0,1
"15327,937",36,"32,8","43,8","21,9","0,04351",7478,"38,7","86474,5",4,5,2,500,"8,760",0,1
"15328,903",42,"34,2","51,1","51,1","0,24116",2616,"34,2","51148,9",1,2,1,1000,"25,550",0,1
"15329,693",44,"34,6","53,6","17,9","0,09589",23596,"43,7","153610,8",10,6,3,300,"8,933",0,1
"15331,522",83,"40,1","101,1","14,4","0,13176",417639,"56,2","646249,7",106,23,7,66,"4,396",0,1
"15332,225",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,1
"15336,486",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,2,1,1000,"20,700",0,1
"15336,498",44,"34,6","53,6","26,8","0,14384",14380,"41,6","119917,6",6,5,2,333,"10,720",0,1
"15339,186",36,"32,8","43,8","14,6","0,029",24044,"43,8","155061,9",14,1,3,214,"43,800",0,1
"15340,087",44,"34,6","53,6","26,8","0,14384",47934,"46,8","218938,6",20,21,2,100,"2,552",0,1
"15345,001",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15348,205",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15349,988",73,39,"88,9","9,9","0,08822",163524,"52,1","404381,5",40,15,9,225,"5,927",0,1
"15353,572",48,"35,3","58,5","19,5","0,1249",31501,45,"177485,9",10,6,3,300,"9,750",0,1
"15358,528",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15359,074",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15364,362",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15366,260",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15368,675",43,"34,4","52,4","13,1","0,06617",34537,"45,4","185841,8",22,1,4,181,"52,400",0,1
"15372,602",45,"34,8","54,8","27,4","0,15508",351474,"55,5","592852,5",149,2,2,13,"27,400",0,1
"15375,081",45,"34,8","54,8","13,7","0,07754",33320,"45,2","182538,5",14,6,4,285,"9,133",0,1
"15377,381",37,"33,1","45,1","22,5","0,05721",9362,"39,7","96758,1",5,1,2,400,"45,100",0,1
"15377,721",57,"36,8","69,4","13,9","0,10931",85988,"49,3","293236,7",30,11,5,166,"6,309",0,1
"15386,635",41,34,"49,9","49,9","0,21706",2493,34,49931,1,1,1,1000,"49,900",0,1
"15390,504",40,"33,8","48,7","24,4","0,09619",13886,"41,4","117840,4",6,2,2,333,"24,350",0,1
"15391,416",43,"34,4","52,4","17,5","0,08823",22835,"43,6","151112,4",10,6,3,300,"8,733",0,1
"15400,152",53,"36,2","64,5","16,1","0,11845",140971,"51,5","375461,7",51,15,4,78,"4,300",0,1
"15403,143",90,"40,8","109,6","13,7","0,12541",431329,"56,3","656756,3",98,11,8,81,"9,964",0,1
"15403,597",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15409,759",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15410,221",51,"35,9","62,1","15,5","0,10883",27915,"44,5","167078,1",12,7,4,333,"8,871",0,1
"15415,672",66,"38,1","80,4","11,5","0,09902",141082,"51,5","375608,7",30,21,7,233,"3,829",0,1
"15416,840",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15419,797",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15420,630",35,"32,6","42,6","14,2","0,01961",31492,45,"177460,9",18,1,3,166,"42,600",0,1
"15425,588",153,"45,4","186,3","15,5","0,12783",1417013,"61,5","1190383,8",113,27,12,106,"6,900",2,1
"15430,037",38,"33,3","46,3","23,1","0,07054",808,"29,1","28417,5",1,1,2,2000,"46,300",0,1
"15434,950",46,35,56,"11,2","0,06643",51159,"47,1","226184,2",21,6,5,238,"9,333",0,1
"15450,125",65,38,"79,2","7,9","0,06779",138945,"51,4","372753,5",50,5,10,200,"15,840",0,1
"15453,110",34,"32,3","41,4","20,7","0,01493",9989,40,"99943,7",6,6,2,333,"6,900",0,1
"15457,735",45,"34,8","54,8","7,8","0,04431",290175,"54,6","538678,7",151,1,7,46,"54,800",0,1
"15457,776",50,"35,7","60,9","12,2","0,0831",64953,"48,1","254858,4",25,10,5,200,"6,090",0,1
"15459,642",35,"32,6","42,6","21,3","0,02942",10594,"40,3","102926,5",6,7,2,333,"6,086",0,1
"15461,014",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,1
"15465,871",39,"33,5","47,5","15,8","0,05568",7490,"38,7","86543,1",6,7,3,500,"6,786",0,1
"15468,371",158,"45,7","192,4","5,3","0,0435",2328593,"63,7",1525973,408,24,36,88,"8,017",0,1
"15468,375",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"15470,137",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15477,641",34,"32,3","41,4","10,4","0,00746",4162,"36,2","64513,4",5,1,4,800,"41,400",0,1
"15479,241",38,"33,3","46,3","15,4","0,04703",6261,38,"79127,7",5,1,3,600,"46,300",0,1
"15493,325",45,"34,8","54,8",5,"0,0282",521503,"57,2","722151,5",262,15,11,41,"3,653",0,1
"15493,757",54,"36,4","65,8","13,2","0,0985",63608,48,"252205,5",20,6,5,250,"10,967",0,1
"15499,416",35,"32,6","42,6","14,2","0,01961",25732,"44,1","160411,8",15,1,3,200,"42,600",0,1
"15500,426",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,1
"15501,661",51,"35,9","62,1","20,7","0,14511",32559,"45,1","180441,7",10,6,3,300,"10,350",0,1
"15503,383",37,"33,1","45,1","22,5","0,05721",29164,"44,6","170774,3",16,1,2,125,"45,100",0,1
"15508,233",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"15510,880",64,"37,8","77,9","15,6","0,13248",72645,"48,6","269527,6",18,14,5,277,"5,564",0,1
"15512,186",48,"35,3","58,5","58,5","0,37469",3417,"35,3","58455,8",1,1,1,1000,"58,500",0,1
"15515,743",44,"34,6","53,6","13,4","0,07192",15751,42,"125501,5",10,11,4,400,"4,873",0,1
"15521,012",62,"37,6","75,5","10,8","0,09009",72580,"48,6",269406,22,10,7,318,"7,550",0,1
"15525,161",42,"34,2","51,1","12,8","0,06029",30916,"44,9","175829,9",13,1,4,307,"51,100",0,1
"15530,922",72,"38,9","87,7","14,6","0,13003",73205,"48,6","270563,4",19,11,6,315,"7,973",0,1
"15531,303",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15540,654",43,"34,4","52,4","13,1","0,06617",23320,"43,7","152707,8",13,14,4,307,"3,743",0,1
"15540,936",70,"38,6","85,2",17,"0,1504",73355,"48,7","270841,7",18,10,5,277,"8,520",0,1
"15550,728",57,"36,8","69,4","17,4","0,13664",49054,"46,9","221481,1",14,10,4,285,"6,940",0,1
"15560,474",54,"36,4","65,8","21,9","0,16416",40960,"46,1","202384,6",11,6,3,272,"10,967",0,1
"15560,495",96,"41,4","116,9","1,6","0,01483",3690795,"65,7","1921144,1",1034,667,72,69,"0,175",0,1
"15560,498",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15581,434",36,"32,8","43,8","21,9","0,04351",8843,"39,5","94037,5",5,1,2,400,"43,800",0,1
"15584,374",48,"35,3","58,5","19,5","0,1249",23502,"43,7","153304,8",10,6,3,300,"9,750",0,1
"15599,298",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,2,1,1000,"23,150",0,1
"15603,735",46,35,56,28,"0,16607",16182,"42,1","127209,3",6,6,2,333,"9,333",0,1
"15603,736",44,"34,6","53,6","17,9","0,09589",23937,"43,8","154717,1",10,2,3,300,"26,800",0,1
"15603,784",61,"37,4","74,3","18,6","0,15359",60344,"47,8","245650,2",15,10,4,266,"7,430",0,1
"15609,510",38,"33,3","46,3","23,1","0,07054",808,"29,1","28417,5",1,1,2,2000,"46,300",0,1
"15609,945",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15632,720",52,36,"63,3","21,1","0,15158",35614,"45,5","188716,5",11,11,3,272,"5,755",0,1
"15640,616",69,"38,5",84,"16,8","0,14752",92893,"49,7","304782,7",23,18,5,217,"4,667",0,1
"15643,134",66,"38,1","80,4","7,3","0,06301",320399,"55,1","566037,7",78,21,11,141,"3,829",0,1
"15643,223",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"15647,026",48,"35,3","58,5","58,5","0,37469",3417,"35,3","58455,8",1,1,1,1000,"58,500",0,1
"15648,596",45,"34,8","54,8","54,8","0,31015",3003,"34,8","54802,4",1,1,1,1000,"54,800",0,1
"15648,613",37,"33,1","45,1",15,"0,03814",7490,"38,7","86543,1",6,2,3,500,"22,550",0,1
"15650,940",48,"35,3","58,5","14,6","0,09367",318858,55,"564674,7",115,107,4,34,"0,547",0,1
"15651,087",40,"33,8","48,7","16,2","0,06412",95043,"49,8","308289,9",50,1,3,60,"48,700",0,1
"15652,512",34,"32,3","41,4","20,7","0,01493",8324,"39,2","91235,7",5,6,2,400,"6,900",0,1
"15654,344",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15655,899",50,"35,7","60,9","15,2","0,10388",45970,"46,6","214407,3",14,6,4,285,"10,150",0,1
"15658,122",43,"34,4","52,4","26,2","0,13235",21977,"43,4",148248,9,1,2,222,"52,400",0,1
"15658,440",42,"34,2","51,1","51,1","0,24116",2616,"34,2","51148,9",1,1,1,1000,"51,100",0,1
"15667,483",41,34,"49,9",25,"0,10853",8216,"39,1","90644,5",4,5,2,500,"9,980",0,1
"15668,839",57,"36,8","69,4","4,6","0,03644",274203,"54,4","523644,3",126,80,15,119,"0,868",0,1
"15673,820",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15680,434",495,"55,6","602,8","9,7","0,04368",11999397,"70,8","3464014,6",667,21,62,92,"28,705",0,1
"15680,481",186,"47,1","226,5","6,9","0,0524",1551693,"61,9","1245669,5",234,22,33,141,"10,295",0,1
"15680,485",107,"42,3","130,3",10,"0,09049",608430,"57,8","780019,2",127,21,13,102,"6,205",0,1
"15684,083",63,"37,7","76,7","9,6","0,08083",380318,"55,8",616699,135,85,8,59,"0,902",0,1
"15695,039",62,"37,6","75,5","15,1","0,12613",91856,"49,6","303076,8",23,11,5,217,"6,864",0,1
"15696,583",78,"39,6",95,"15,8","0,14337",150303,"51,8","387689,1",37,5,6,162,"19,000",0,1
"15704,706",48,"35,3","58,5","5,8","0,03747",190938,"52,8","436964,1",81,66,10,123,"0,886",0,1
"15706,926",77,"39,4","93,8","15,6","0,14122",184220,"52,7","429208,6",36,11,6,166,"8,527",0,1
"15711,344",36,"32,8","43,8",11,"0,02175",170920,"52,3","413424,2",94,1,4,42,"43,800",0,1
"15716,656",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15717,471",109,"42,5","132,7","4,9","0,04425",841308,"59,2","917228,4",261,23,27,103,"5,770",0,1
"15725,318",41,34,"49,9","12,5","0,05427",394869,56,"628386,1",176,1,4,22,"49,900",0,1
"15727,902",36,"32,8","43,8","21,9","0,04351",18695,"42,7","136728,2",10,11,2,200,"3,982",0,1
"15728,765",46,35,56,56,"0,33213",3138,35,"56020,2",1,1,1,1000,"56,000",0,1
"15735,342",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15739,850",66,"38,1","80,4","13,4","0,11552",751432,"58,8","866851,6",153,24,6,39,"3,350",0,1
"15741,780",56,"36,7","68,2","22,7","0,17628",30181,"44,8","173727,6",10,10,3,300,"6,820",0,1
"15746,928",76,"39,3","92,6","18,5","0,16685",762010,"58,8",872932,167,12,5,29,"7,717",0,1
"15764,434",36,"32,8","43,8","14,6","0,029",178688,"52,5","422714,5",161,1,3,18,"43,800",0,1
"15764,797",45,"34,8","54,8","54,8","0,31015",3003,"34,8","54802,4",1,1,1,1000,"54,800",0,1
"15765,248",37,"33,1","45,1",15,"0,03814",7291,"38,6","85387,2",6,6,3,500,"7,517",0,1
"15767,019",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15778,158",42,"34,2","51,1",17,"0,08039",25782,"44,1","160567,4",11,5,3,272,"10,220",0,1
"15778,293",45,"34,8","54,8","18,3","0,10338",24445,"43,9","156347,8",9,6,3,333,"9,133",0,1
"15779,131",100,"41,7","121,8","13,5","0,12318",294159,"54,7","542364,6",52,27,9,173,"4,511",0,1
"15782,985",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,1
"15784,466",47,"35,2","57,2","11,4","0,07073",29232,"44,7",170974,15,15,5,333,"3,813",0,1
"15784,763",41,34,"49,9",25,"0,10853",10519,"40,2",102562,5,1,2,400,"49,900",0,1
"15791,459",54,"36,4","65,8","8,2","0,06156",871181,"59,4","933370,8",301,12,8,26,"5,483",0,1
"15803,468",41,34,"49,9","49,9","0,21706",2493,34,49931,1,1,1,1000,"49,900",0,1
"15818,690",85,"40,3","103,5","6,9","0,06308",798065,59,"893344,9",264,35,15,56,"2,957",0,1
"15818,699",38,"33,3","46,3","15,4","0,04703",40447,"46,1","201115,3",21,1,3,142,"46,300",0,1
"15819,642",35,"32,6","42,6","21,3","0,02942",15891,42,"126058,6",9,9,2,222,"4,733",0,1
"15827,494",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15830,187",36,"32,8","43,8","14,6","0,029",7688,"38,9","87683,8",6,2,3,500,"21,900",0,1
"15840,932",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,2,1,1000,"23,150",0,1
"15842,185",72,"38,9","87,7","21,9","0,19504",82584,"49,2","287374,3",18,1,4,222,"87,700",0,1
"15842,265",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15844,237",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15846,759",61,"37,4","74,3","14,9","0,12287",68216,"48,3","261181,8",19,11,5,263,"6,755",0,1
"15849,630",45,"34,8","54,8","18,3","0,10338",25870,"44,1","160842,7",10,5,3,300,"10,960",0,1
"15851,394",54,"36,4","65,8","21,9","0,16416",38376,"45,8","195899,1",11,7,3,272,"9,400",0,1
"15857,466",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15863,501",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15866,845",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15869,586",78,"39,6",95,"7,9","0,07168",1315578,"61,2","1146986,4",352,317,12,34,"0,300",0,1
"15869,807",50,"35,7","60,9","20,3","0,13851",27907,"44,5","167054,4",10,2,3,300,"30,450",0,1
"15879,532",39,"33,5","47,5","23,7","0,08353",77418,"48,9","278241,5",40,2,2,50,"23,750",0,1
"15884,155",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"15884,499",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15899,531",47,"35,2","57,2","28,6","0,17682",17677,"42,5","132955,6",6,6,2,333,"9,533",0,1
"15903,684",42,"34,2","51,1",17,"0,08039",20040,43,"141561,9",9,10,3,333,"5,110",0,1
"15903,741",52,36,"63,3","31,7","0,22737",23154,"43,6","152165,4",6,2,2,333,"31,650",0,1
"15906,019",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15906,630",122,"43,4","148,6","5,7","0,05029",1041008,"60,2","1020297,9",213,19,26,122,"7,821",0,1
"15907,117",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"15908,909",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15913,000",43,"34,4","52,4","7,5","0,03781",297301,"54,7","545253,2",139,1,7,50,"52,400",0,1
"15913,410",124,"43,6",151,"10,8","0,09456",1152251,"60,6","1073429,6",148,17,14,94,"8,882",2,1
"15915,010",62,"37,6","75,5","15,1","0,12613",110886,"50,4","332995,8",34,12,5,147,"6,292",0,1
"15915,123",113,"42,8","137,6","11,5","0,10257",786751,59,"886990,1",121,31,12,99,"4,439",0,1
"15915,401",81,"39,9","98,6","19,7","0,17959",90550,"49,6","300914,4",17,2,5,294,"49,300",0,1
"15918,305",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15925,763",60,"37,3","73,1","7,3","0,05978",1052632,"60,2","1025978,7",467,285,10,21,"0,256",0,1
"15925,857",43,"34,4","52,4","26,2","0,13235",34859,"45,4","186705,7",16,1,2,125,"52,400",0,1
"15926,037",34,"32,3","41,4","20,7","0,01493",46614,"46,7","215903,1",28,1,2,71,"41,400",0,1
"15928,622",48,"35,3","58,5","11,7","0,07494",80634,"49,1","283960,8",32,17,5,156,"3,441",0,1
"15933,066",56,"36,7","68,2","9,7","0,07555",126268,51,"355341,7",47,2,7,148,"34,100",0,1
"15933,429",101,"41,8",123,"8,8","0,0799",2289325,"63,6","1513051,5",359,11,14,38,"11,182",0,1
"15935,933",40,"33,8","48,7","24,4","0,09619",13886,"41,4","117840,4",6,6,2,333,"8,117",0,1
"15937,820",41,34,"49,9",25,"0,10853",908,"29,6","30139,8",1,1,2,2000,"49,900",0,1
"15937,904",41,34,"49,9","16,6","0,07235",20422,"43,1",142907,10,1,3,300,"49,900",0,1
"15940,704",72,"38,9","87,7",4,"0,03546",961849,"59,8","980739,3",341,51,22,64,"1,720",0,1
"15942,150",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"15945,169",37,"33,1","45,1",5,"0,01271",267667,"54,3","517365,2",174,6,9,51,"7,517",0,1
"15953,077",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15953,472",40,"33,8","48,7","24,4","0,09619",27917,"44,5","167082,6",14,14,2,142,"3,479",0,1
"15953,817",39,"33,5","47,5","15,8","0,05568",22764,"43,6","150876,6",11,2,3,272,"23,750",0,1
"15955,820",41,34,"49,9",25,"0,10853",808,"29,1","28417,5",1,2,2,2000,"24,950",0,1
"15956,607",60,"37,3","73,1","8,1","0,06643",140867,"51,5","375322,9",57,6,9,157,"12,183",0,1
"15958,646",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15958,670",42,"34,2","51,1",17,"0,08039",18749,"42,7","136928,7",9,1,3,333,"51,100",0,1
"15959,608",45,"34,8","54,8","54,8","0,31015",3003,"34,8","54802,4",1,2,1,1000,"27,400",0,1
"15959,664",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15960,596",41,34,"49,9",10,"0,04341",12049,"40,8",109767,10,10,5,500,"4,990",0,1
"15961,740",35,"32,6","42,6","21,3","0,02942",908,"29,6","30139,8",1,1,2,2000,"42,600",0,1
"15961,790",41,34,"49,9","6,2","0,02713",266684,"54,3","516414,3",139,11,8,57,"4,536",0,1
"15963,580",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"15969,625",40,"33,8","48,7","16,2","0,06412",29519,"44,7","171810,5",14,6,3,214,"8,117",0,1
"15970,105",47,"35,2","57,2","14,3","0,08841",18409,"42,7","135680,1",10,10,4,400,"5,720",0,1
"15970,264",41,34,"49,9","49,9","0,21706",2493,34,49931,1,1,1,1000,"49,900",0,1
"15974,169",41,34,"49,9","49,9","0,21706",2493,34,49931,1,1,1,1000,"49,900",0,1
"15976,228",54,"36,4","65,8",6,"0,04477",704054,"58,5","839079,4",379,28,11,29,"2,350",0,1
"15978,646",42,"34,2","51,1","51,1","0,24116",2616,"34,2","51148,9",1,2,1,1000,"25,550",0,1
"15982,243",41,34,"49,9","16,6","0,07235",20986,"43,2","144863,8",11,6,3,272,"8,317",0,1
"15985,777",41,34,"49,9","16,6","0,07235",21505,"43,3","146646,2",10,6,3,300,"8,317",0,1
"15989,416",42,"34,2","51,1",17,"0,08039",7052,"38,5","83977,3",5,1,3,600,"51,100",0,1
"15995,768",46,35,56,56,"0,33213",3138,35,"56020,2",1,2,1,1000,"28,000",0,1
"15996,995",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"15998,864",58,37,"70,6","11,8","0,09399",102717,"50,1","320495,3",34,21,6,176,"3,362",0,1
"16000,712",45,"34,8","54,8","18,3","0,10338",7863,39,"88673,3",5,1,3,600,"54,800",0,1
"16003,393",57,"36,8","69,4","17,4","0,13664",44349,"46,5","210591,3",15,7,4,266,"9,914",0,1
"16004,488",37,"33,1","45,1","22,5","0,05721",11857,"40,7",108892,6,1,2,333,"45,100",0,1
"16007,695",45,"34,8","54,8","9,1","0,05169",282510,"54,5","531516,9",153,1,6,39,"54,800",0,1
"16008,424",34,"32,3","41,4","20,7","0,01493",9989,40,"99943,7",6,6,2,333,"6,900",0,1
"16012,621",40,"33,8","48,7","48,7","0,19237",2373,"33,8","48713,2",1,1,1,1000,"48,700",0,1
"16016,384",58,37,"70,6","14,1","0,11279",88883,"49,5","298132,2",25,9,5,200,"7,844",0,1
"16016,906",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"16018,748",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,1
"16020,197",38,"33,3","46,3","15,4","0,04703",17335,"42,4","131660,9",9,10,3,333,"4,630",0,1
"16023,155",69,"38,5",84,"10,5","0,0922",108489,"50,4","329377,4",40,10,8,200,"8,400",0,1
"16025,729",45,"34,8","54,8","27,4","0,15508",14776,"41,7","121557,5",6,6,2,333,"9,133",0,1
"16025,732",38,"33,3","46,3","23,1","0,07054",26297,"44,2","162163,6",14,15,2,142,"3,087",0,1
"16031,783",40,"33,8","48,7","24,4","0,09619",21475,"43,3",146545,10,11,2,200,"4,427",0,1
"16034,071",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"16034,447",52,36,"63,3","12,7","0,09095",77276,"48,9","277985,5",24,2,5,208,"31,650",0,1
"16038,529",60,"37,3","73,1","36,5","0,29892",31151,"44,9",176495,7,8,2,285,"9,138",0,1
"16038,683",48,"35,3","58,5","9,7","0,06245",53119,"47,3","230475,7",24,1,6,250,"58,500",0,1
"16041,165",55,"36,5",67,"16,7","0,12771",71736,"48,6","267836,1",25,7,4,160,"9,571",0,1
"16043,696",40,"33,8","48,7","24,4","0,09619",10474,"40,2","102344,8",5,1,2,400,"48,700",0,1
"16049,332",39,"33,5","47,5","11,9","0,04176",38402,"45,8","195964,7",28,20,4,142,"2,375",0,1
"16049,333",47,"35,2","57,2","9,5","0,05894",95964,"49,8","309781,2",41,26,6,146,"2,200",0,1
"16050,878",45,"34,8","54,8","27,4","0,15508",16859,"42,3","129840,3",6,6,2,333,"9,133",0,1
"16059,424",40,"33,8","48,7","48,7","0,19237",2373,"33,8","48713,2",1,1,1,1000,"48,700",0,1
"16059,472",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"16060,414",58,37,"70,6","11,8","0,09399",67017,"48,3","258876,5",29,25,6,206,"2,824",0,1
"16060,443",66,"38,1","80,4","16,1","0,13863",73187,"48,6","270530,5",19,10,5,263,"8,040",0,1
"16064,138",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"16065,670",57,"36,8","69,4","17,4","0,13664",76571,"48,8","276714,2",21,10,4,190,"6,940",0,1
"16065,815",34,"32,3","41,4","20,7","0,01493",164590,"52,2","405696,5",96,1,2,20,"41,400",0,1
"16066,436",56,"36,7","68,2","7,6","0,05876",75413,"48,8","274614,6",36,2,9,250,"34,100",0,1
"16073,853",45,"34,8","54,8","27,4","0,15508",14460,"41,6","120251,1",6,2,2,333,"27,400",0,1
"16076,039",44,"34,6","53,6","17,9","0,09589",24007,"43,8","154940,7",10,10,3,300,"5,360",0,1
"16077,813",74,"39,1","90,1","12,9","0,11537",144348,"51,6","379931,7",49,15,7,142,"6,007",0,1
"16082,501",37,"33,1","45,1","22,5","0,05721",14979,"41,8","122390,4",8,1,2,250,"45,100",0,1
