Time,Aadc,AdB,AuV,A2hcounts,LnA2hcounts,EioktoJ,EdB,Emarse,Tdur,Trise,hcounts,AF,RA,Clust,Heat
"17119,543",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17120,402",71,"38,7","86,5","7,9","0,06965",183901,"52,6","428837,2",48,6,11,229,"14,417",0,1
"17126,446",267,"50,2","325,2","11,2","0,07209",3881924,"65,9","1970259,9",275,35,29,105,"9,291",0,1
"17127,270",34,"32,3","41,4","13,8","0,00995",46150,"46,6","214826,5",28,1,3,107,"41,400",0,1
"17128,753",47,"35,2","57,2","11,4","0,07073",330560,"55,2","574943,7",144,1,5,34,"57,200",0,1
"17130,201",67,"38,2","81,6","13,6","0,11803",107128,"50,3","327304,1",24,12,6,250,"6,800",0,1
"17130,231",61,"37,4","74,3","12,4","0,10239",69423,"48,4","263481,8",23,17,6,260,"4,371",0,1
"17134,497",101,"41,8",123,"7,2","0,0658",465728,"56,7","682442,3",101,33,17,168,"3,727",0,1
"17144,530",44,"34,6","53,6","7,7","0,0411",84407,"49,3","290528,8",65,15,7,107,"3,573",0,1
"17145,734",50,"35,7","60,9","20,3","0,13851",30681,"44,9","175158,8",10,10,3,300,"6,090",0,1
"17150,281",34,"32,3","41,4","20,7","0,01493",6659,"38,2","81603,7",4,5,2,500,"8,280",0,1
"17160,118",37,"33,1","45,1",15,"0,03814",37520,"45,7","193700,1",21,22,3,142,"2,050",0,1
"17160,301",85,"40,3","103,5","4,3","0,03942",1170140,"60,7","1081729,9",254,27,24,94,"3,833",0,1
"17160,990",56,"36,7","68,2",17,"0,13221",53092,"47,3","230416,2",18,5,4,222,"13,640",0,1
"17163,598",132,"44,1","160,8","20,1","0,17329",488528,"56,9","698947,5",41,17,8,195,"9,459",0,1
"17165,194",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"17170,770",76,"39,3","92,6","13,2","0,11918",190769,"52,8","436770,9",39,32,7,179,"2,894",0,1
"17177,433",46,35,56,"18,7","0,11071",30306,"44,8","174087,2",11,11,3,272,"5,091",0,1
"17178,120",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"17179,054",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"17179,058",62,"37,6","75,5","8,4","0,07007",99186,50,"314938,5",35,9,9,257,"8,389",0,1
"17180,462",53,"36,2","64,5","10,8","0,07896",94958,"49,8","308151,9",36,29,6,166,"2,224",0,1
"17180,733",33,"32,1","40,2","20,1",0,808,"29,1","28417,5",1,1,2,2000,"40,200",0,1
"17182,286",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"17184,639",79,"39,7","96,2","19,2","0,17459",167713,"52,2","409527,8",30,11,5,166,"8,745",0,1
"17186,107",48,"35,3","58,5","29,2","0,18735",13897,"41,4","117884,4",5,1,2,400,"58,500",0,1
"17186,118",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"17186,947",39,"33,5","47,5","23,7","0,08353",27860,"44,4","166913,8",13,1,2,153,"47,500",0,1
"17190,433",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"17196,782",54,"36,4","65,8",11,"0,08208",73889,"48,7","271824,5",24,12,6,250,"5,483",0,1
"17197,894",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,2,1,1000,"23,750",0,1
"17203,964",58,37,"70,6","4,4","0,03525",241785,"53,8","491716,1",88,60,16,181,"1,177",0,1
"17208,341",50,"35,7","60,9","20,3","0,13851",35201,"45,5","187618,3",11,1,3,272,"60,900",0,1
"17210,404",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,1
"17210,468",40,"33,8","48,7","48,7","0,19237",2373,"33,8","48713,2",1,1,1,1000,"48,700",0,1
"17212,858",43,"34,4","52,4","26,2","0,13235",25576,"44,1","159925,7",10,2,2,200,"26,200",0,1
"17215,074",43,"34,4","52,4","13,1","0,06617",33170,"45,2","182125,7",15,10,4,266,"5,240",0,1
"17226,241",78,"39,6",95,2,"0,0183",1168699,"60,7","1081063,8",379,66,47,124,"1,439",0,1
"17232,631",34,"32,3","41,4","20,7","0,01493",42862,"46,3","207031,1",25,1,2,80,"41,400",0,1
"17235,888",62,"37,6","75,5","8,4","0,07007",88269,"49,5","297100,6",36,16,9,250,"4,719",0,1
"17235,936",45,"34,8","54,8",11,"0,06203",66267,"48,2","257423,5",35,2,5,142,"27,400",0,1
"17237,014",100,"41,7","121,8","9,4","0,08528",196063,"52,9","442789,5",46,17,13,282,"7,165",0,1
"17240,074",72,"38,9","87,7","14,6","0,13003",152975,"51,8","391120,7",30,5,6,200,"17,540",0,1
"17240,105",87,"40,5",106,"3,7","0,03343",1987925,63,1409938,599,593,29,48,"0,179",0,1
"17240,117",43,"34,4","52,4","26,2","0,13235",35654,"45,5","188822,6",16,1,2,125,"52,400",0,1
"17240,118",61,"37,4","74,3","12,4","0,10239",107667,"50,3",328127,34,26,6,176,"2,858",0,1
"17240,167",63,"37,7","76,7","12,8","0,10777",69379,"48,4","263398,7",22,9,6,272,"8,522",0,1
"17240,418",41,34,"49,9",25,"0,10853",30126,"44,8","173567,5",13,1,2,153,"49,900",0,1
"17240,477",67,"38,2","81,6","16,3","0,14164",133006,"51,2","364700,1",37,6,5,135,"13,600",0,1
"17242,220",58,37,"70,6","17,7","0,14098",61978,"47,9","248953,2",22,10,4,181,"7,060",0,1
"17242,371",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"17242,825",78,"39,6",95,"9,5","0,08602",181251,"52,6","425735,7",44,19,10,227,"5,000",0,1
"17246,919",80,"39,8","97,4","13,9","0,1265",139370,"51,4","373322,9",26,10,7,269,"9,740",0,1
"17248,760",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17276,152",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"17278,577",55,"36,5",67,"11,2","0,08514",69338,"48,4","263321,8",24,1,6,250,"67,000",0,1
"17281,299",81,"39,9","98,6",11,"0,09977",521512,"57,2","722157,9",91,32,9,98,"3,081",0,1
"17284,936",71,"38,7","86,5","43,2","0,38309",64802,"48,1","254561,4",13,13,2,153,"6,654",0,1
"17285,576",42,"34,2","51,1",17,"0,08039",32317,"45,1","179769,2",15,8,3,200,"6,388",0,1
"17286,313",47,"35,2","57,2","57,2","0,35364",3276,"35,2",57238,1,1,1,1000,"57,200",0,1
"17287,055",46,35,56,28,"0,16607",34319,"45,4","185254,3",13,13,2,153,"4,308",0,1
"17295,860",39,"33,5","47,5","15,8","0,05568",23675,"43,7","153866,5",17,18,3,176,"2,639",0,1
"17296,206",86,"40,4","104,7",15,"0,13683",239953,"53,8","489850,2",43,26,7,162,"4,027",0,1
"17298,198",38,"33,3","46,3","15,4","0,04703",47274,"46,7","217426,2",25,4,3,120,"11,575",0,1
"17300,261",132,"44,1","160,8","3,7","0,03224",3831716,"65,8",1957477,959,312,43,44,"0,515",0,1
"17300,275",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17300,303",73,39,"88,9","14,8","0,13233",111796,"50,5","334358,5",25,9,6,240,"9,878",0,1
"17300,874",104,"42,1","126,7","9,7","0,0883",449626,"56,5","670541,2",76,15,13,171,"8,447",0,1
"17303,430",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,2,1,1000,"22,550",0,1
"17304,730",44,"34,6","53,6","17,9","0,09589",31004,"44,9","176080,7",15,11,3,200,"4,873",0,1
"17305,251",43,"34,4","52,4","17,5","0,08823",23458,"43,7","153159,6",10,1,3,300,"52,400",0,1
"17307,791",37,"33,1","45,1","22,5","0,05721",52860,"47,2",229912,29,30,2,68,"1,503",0,1
"17309,446",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,1
"17315,641",66,"38,1","80,4",10,"0,08664",127940,"51,1","357687,7",36,16,8,222,"5,025",0,1
"17320,231",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17321,163",35,"32,6","42,6","21,3","0,02942",8828,"39,5","93958,6",5,2,2,400,"21,300",0,1
"17322,865",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17325,560",89,"40,7","108,4","27,1","0,24803",101322,"50,1","318311,7",15,6,4,266,"18,067",0,1
"17339,224",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17345,134",58,37,"70,6","17,7","0,14098",103063,"50,1","321034,5",29,22,4,137,"3,209",0,1
"17349,619",104,"42,1","126,7","4,4","0,03958",2414836,"63,8","1553974,1",630,31,29,46,"4,087",0,1
"17354,283",65,38,"79,2","11,3","0,09684",108776,"50,4","329811,3",34,27,7,205,"2,933",0,1
"17354,833",44,"34,6","53,6","7,7","0,0411",92353,"49,7","303896,8",65,5,7,107,"10,720",0,1
"17356,825",69,"38,5",84,"10,5","0,0922",113504,"50,6","336903,4",28,17,8,285,"4,941",0,1
"17361,300",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"17361,841",47,"35,2","57,2","19,1","0,11788",25208,44,158770,10,10,3,300,"5,720",0,1
"17367,066",38,"33,3","46,3","11,6","0,03527",45081,"46,5",212322,24,1,4,166,"46,300",0,1
"17373,061",56,"36,7","68,2",17,"0,13221",105293,"50,2","324489,4",30,11,4,133,"6,200",0,1
"17378,700",88,"40,6","107,2","9,7","0,08917",1064082,"60,3","1031543,7",196,32,11,56,"3,350",0,1
"17379,415",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"17381,596",58,37,"70,6","23,5","0,18798",39332,"45,9","198323,2",13,1,3,230,"70,600",0,1
"17385,599",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,2,1,1000,"21,900",0,1
"17387,033",33,"32,1","40,2","20,1",0,22611,"43,5","150371,2",14,1,2,142,"40,200",0,1
"17403,737",48,"35,3","58,5","29,2","0,18735",28364,"44,5","168417,6",10,1,2,200,"58,500",1,1
"17406,596",50,"35,7","60,9","12,2","0,0831",56076,"47,5","236804,5",19,2,5,263,"30,450",0,1
"17412,717",59,"37,1","71,9","14,4","0,11621",45365,"46,6","212991,5",15,10,5,333,"7,190",0,1
"17416,217",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"17420,704",52,36,"63,3","31,7","0,22737",55279,"47,4","235115,3",17,17,2,117,"3,724",0,1
"17428,684",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"17436,257",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"17438,814",46,35,56,"18,7","0,11071",23124,"43,6","152064,7",14,1,3,214,"56,000",0,1
"17441,684",44,"34,6","53,6","26,8","0,14384",16463,"42,2","128306,4",6,2,2,333,"26,800",0,1
"17441,773",142,"44,8","172,9","10,8","0,09121",580490,"57,6",761899,79,17,16,202,"10,171",0,1
"17442,236",46,35,56,7,"0,04152",489137,"56,9","699383,4",252,232,8,31,"0,241",0,1
"17442,695",56,"36,7","68,2",17,"0,13221",47642,"46,8","218270,3",14,5,4,285,"13,640",0,1
"17446,261",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"17446,640",59,"37,1","71,9",12,"0,09684",702124,"58,5","837928,4",205,6,6,29,"11,983",0,1
"17446,647",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17456,332",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17462,330",48,"35,3","58,5","19,5","0,1249",55261,"47,4","235075,9",20,13,3,150,"4,500",0,1
"17470,481",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"17470,702",39,"33,5","47,5","23,7","0,08353",27156,"44,3","164792,3",13,1,2,153,"47,500",0,1
"17491,122",127,"43,8","154,7","3,9","0,03369",1429638,"61,6","1195674,8",277,30,40,144,"5,157",0,1
"17494,430",98,"41,5","119,3","13,3","0,12094",186170,"52,7","431474,1",38,12,9,236,"9,942",0,1
"17495,573",36,"32,8","43,8","14,6","0,029",203065,"53,1","450627,8",116,41,3,25,"1,068",0,1
"17497,147",64,"37,8","77,9","3,1","0,0265",228472,"53,6",477987,104,40,25,240,"1,948",0,1
"17497,147",46,35,56,"4,7","0,02768",172727,"52,4",415604,77,28,12,155,"2,000",0,1
"17497,267",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"17501,478",43,"34,4","52,4","10,5","0,05294",48461,"46,9","220139,1",27,1,5,185,"52,400",0,1
"17505,982",42,"34,2","51,1","51,1","0,24116",2616,"34,2","51148,9",1,1,1,1000,"51,100",0,1
"17535,011",38,"33,3","46,3","23,1","0,07054",12191,"40,9","110413,6",6,1,2,333,"46,300",0,1
"17559,944",43,"34,4","52,4","13,1","0,06617",39210,"45,9","198014,4",25,11,4,160,"4,764",0,1
"17564,650",48,"35,3","58,5","29,2","0,18735",49275,"46,9","221979,4",16,1,2,125,"58,500",0,1
"17565,608",64,"37,8","77,9","11,1","0,09463",121485,"50,8","348546,3",42,27,7,166,"2,885",0,1
"17578,971",50,"35,7","60,9","20,3","0,13851",29410,"44,7","171493,6",10,7,3,300,"8,700",0,1
"17584,255",50,"35,7","60,9","10,1","0,06925",62016,"47,9","249029,1",21,6,6,285,"10,150",0,1
"17585,405",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"17589,662",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"17590,415",165,"46,1","200,9","2,5","0,02037",4834227,"66,8","2198687,6",877,253,79,90,"0,794",0,1
"17590,418",35,"32,6","42,6","21,3","0,02942",22307,"43,5","149356,8",13,1,2,153,"42,600",0,1
"17590,475",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17590,606",46,35,56,"9,3","0,05536",83261,"49,2","288550,3",34,9,6,176,"6,222",0,1
"17590,609",64,"37,8","77,9","19,5","0,16559",78414,"48,9","280025,4",22,1,4,181,"77,900",0,1
"17590,683",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"17591,033",43,"34,4","52,4","17,5","0,08823",8913,"39,5","94411,3",6,6,3,500,"8,733",0,1
"17601,840",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"17612,712",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17616,060",48,"35,3","58,5","58,5","0,37469",3417,"35,3","58455,8",1,1,1,1000,"58,500",0,1
"17619,141",115,"42,9","140,1","3,7","0,03285",1042802,"60,2","1021176,9",210,19,38,180,"7,374",0,1
"17628,402",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,1
"17628,683",41,34,"49,9","49,9","0,21706",2493,34,49931,1,1,1,1000,"49,900",0,1
"17636,351",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"17638,078",67,"38,2","81,6","20,4","0,17705",49717,47,"222972,7",12,10,4,333,"8,160",0,1
"17663,716",33,"32,1","40,2","40,2",0,1615,"32,1","40188,4",1,1,1,1000,"40,200",0,1
"17683,389",39,"33,5","47,5","47,5","0,16705",2256,"33,5","47495,4",1,1,1,1000,"47,500",0,1
"17706,692",53,"36,2","64,5","12,9","0,09476",66321,"48,2","257528,3",21,1,5,238,"64,500",0,1
"17718,813",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"17731,099",47,"35,2","57,2","9,5","0,05894",22951,"43,6","151496,3",15,7,6,400,"8,171",0,1
"17731,106",82,40,"99,9","4,3","0,03957",642727,"58,1","801702,7",196,69,23,117,"1,448",0,1
"17731,116",45,"34,8","54,8",11,"0,06203",64756,"48,1","254471,1",30,23,5,166,"2,383",0,1
"17731,123",55,"36,5",67,"16,7","0,12771",59430,"47,7","243782,1",19,15,4,210,"4,467",0,1
"17731,203",143,"44,8","174,1","13,4","0,1128",1024986,"60,1","1012415,9",125,20,13,104,"8,705",0,1
"17731,212",35,"32,6","42,6","21,3","0,02942",9084,"39,6","95310,3",5,1,2,400,"42,600",0,1
"17731,225",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"17735,067",59,"37,1","71,9","14,4","0,11621",80067,49,"282960,4",23,23,5,217,"3,126",0,1
"17738,782",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"17773,093",83,"40,1","101,1","8,4","0,07686",189078,"52,8","434830,6",51,24,12,235,"4,213",0,1
"17777,680",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"17779,205",56,"36,7","68,2","34,1","0,26442",16433,"42,2","128190,7",5,6,2,400,"11,367",0,1
"17788,805",46,35,56,"9,3","0,05536",63133,48,"251262,9",34,13,6,176,"4,308",0,1
"17790,014",41,34,"49,9","16,6","0,07235",33782,"45,3","183799,6",14,1,3,214,"49,900",0,1
"17800,939",33,"32,1","40,2","20,1",0,9691,"39,9","98441,1",6,1,2,333,"40,200",0,1
"17800,946",67,"38,2","81,6","8,2","0,07082",702752,"58,5","838303,3",182,2,10,54,"40,800",0,1
"17804,774",52,36,"63,3",9,"0,06496",56012,"47,5","236667,6",29,10,7,241,"6,330",0,1
"17806,157",35,"32,6","42,6","21,3","0,02942",8580,"39,3","92627,2",5,6,2,400,"7,100",0,1
"17811,350",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17818,849",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,1
"17823,529",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17866,039",55,"36,5",67,"33,5","0,25541",22469,"43,5",149897,6,1,2,333,"67,000",0,1
"17874,324",62,"37,6","75,5","6,9","0,05733",771935,"58,9","878598,4",265,5,11,41,"15,100",0,1
"17874,326",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"17891,901",79,"39,7","96,2","2,2","0,01984",1549309,"61,9","1244712,6",458,75,44,96,"1,283",0,1
"17900,714",57,"36,8","69,4","34,7","0,27327",41819,"46,2","204497,6",13,1,2,153,"69,400",0,1
"17919,979",57,"36,8","69,4","23,1","0,18218",34385,"45,4","185431,7",11,11,3,272,"6,309",0,1
"17954,429",62,"37,6","75,5","15,1","0,12613",99560,50,"315531,3",29,2,5,172,"37,750",0,1
"17965,860",82,40,"99,9","6,7","0,06068",1276215,"61,1",1129697,356,26,15,42,"3,842",0,1
"17965,866",39,"33,5","47,5","15,8","0,05568",45502,"46,6","213311,5",24,25,3,125,"1,900",0,1
"17986,599",39,"33,5","47,5","7,9","0,02784",51284,"47,1","226459,1",33,5,6,181,"9,500",0,1
"17992,843",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"17994,947",92,41,112,28,"0,25632",95476,"49,8","308991,8",14,5,4,285,"22,400",0,1
"17995,369",49,"35,5","59,7","19,9","0,13177",1171657,"60,7","1082431,2",461,2,3,6,"29,850",0,1
"18026,665",33,"32,1","40,2","20,1",0,104982,"50,2","324009,2",65,1,2,30,"40,200",0,1
"18026,668",60,"37,3","73,1","73,1","0,59784",10678,"40,3","103336,3",2,2,1,500,"36,550",0,1
"18026,682",55,"36,5",67,"8,4","0,06385",2208895,"63,4","1486235,2",781,11,8,10,"6,091",0,1
"18026,798",39,"33,5","47,5","23,7","0,08353",908,"29,6","30139,8",1,2,2,2000,"23,750",0,1
"18027,940",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"18027,942",35,"32,6","42,6","21,3","0,02942",15444,"41,9","124272,4",9,10,2,222,"4,260",0,1
"18028,780",64,"37,8","77,9","19,5","0,16559",153391,"51,9","391651,2",30,10,4,133,"7,790",0,1
"18029,930",57,"36,8","69,4","23,1","0,18218",28396,"44,5",168510,9,1,3,333,"69,400",0,1
"18055,877",38,"33,3","46,3","15,4","0,04703",37819,"45,8","194471,9",20,11,3,150,"4,209",0,1
"18056,138",51,"35,9","62,1","12,4","0,08706",12937,"41,1","113740,4",9,10,5,555,"6,210",0,1
"18063,832",46,35,56,14,"0,08303",36336,"45,6","190620,6",16,17,4,250,"3,294",0,1
"18069,041",36,"32,8","43,8","21,9","0,04351",129099,"51,1","359303,2",71,72,2,28,"0,608",0,1
"18071,112",37,"33,1","45,1","22,5","0,05721",19236,"42,8","138693,7",10,11,2,200,"4,100",0,1
"18123,621",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"18157,772",110,"42,5",134,"19,1","0,172",313000,55,"559463,6",37,10,7,189,"13,400",0,1
"18164,698",81,"39,9","98,6","14,1","0,12828",141242,"51,5","375821,3",38,32,7,184,"3,081",0,1
"18174,285",72,"38,9","87,7","14,6","0,13003",126267,51,355340,31,26,6,193,"3,373",0,1
"18177,902",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"18180,996",35,"32,6","42,6","42,6","0,05884",1817,"32,6","42624,1",1,1,1,1000,"42,600",0,1
"18182,153",52,36,"63,3","15,8","0,11368",26993,"44,3","164294,3",13,4,4,307,"15,825",0,1
"18194,007",69,"38,5",84,12,"0,10537",680110,"58,3","824687,7",245,17,7,28,"4,941",0,1
"18200,237",42,"34,2","51,1","10,2","0,04823",56716,"47,5","238150,4",35,36,5,142,"1,419",0,1
"18206,859",56,"36,7","68,2","68,2","0,52884",4651,"36,7","68198,5",1,1,1,1000,"68,200",0,1
"18220,892",42,"34,2","51,1","25,6","0,12058",148597,"51,7","385482,2",61,61,2,32,"0,838",0,1
"18265,643",68,"38,4","82,8","9,2","0,08033",406553,"56,1","637615,2",97,5,9,92,"16,560",3,1
"18274,134",109,"42,5","132,7","13,3","0,11948",932065,"59,7","965435,3",116,20,10,86,"6,635",2,1
"18285,191",36,"32,8","43,8","43,8","0,08701",1922,"32,8","43841,9",1,1,1,1000,"43,800",0,1
"18287,948",45,"34,8","54,8","4,2","0,02386",237034,"53,7","486861,6",121,122,13,107,"0,449",0,1
"18373,008",40,"33,8","48,7","48,7","0,19237",2373,"33,8","48713,2",1,1,1,1000,"48,700",0,1
"18381,075",116,43,"141,3","10,1","0,08979",733127,"58,7","856228,4",116,15,14,120,"9,420",3,1
"18387,732",110,"42,5",134,"9,6","0,086",392802,"55,9","626739,3",71,18,14,197,"7,444",0,1
"18401,880",66,"38,1","80,4","11,5","0,09902",537593,"57,3","733207,7",195,6,7,35,"13,400",0,1
"18402,853",42,"34,2","51,1","25,6","0,12058",24946,44,"157942,7",10,1,2,200,"51,100",0,1
"18414,763",152,"45,3","185,1","14,2","0,11749",814881,"59,1","902707,7",86,18,13,151,"10,283",0,1
"18430,000",82,40,"99,9","2,8","0,02528",843232,"59,3","918276,8",251,26,36,143,"3,842",0,1
"18452,793",38,"33,3","46,3","46,3","0,14108",2142,"33,3","46277,5",1,1,1,1000,"46,300",0,1
"18476,818",47,"35,2","57,2","14,3","0,08841",72828,"48,6","269866,9",35,23,4,114,"2,487",0,1
"18487,440",45,"34,8","54,8","13,7","0,07754",53344,"47,3","230963,5",21,10,4,190,"5,480",0,1
"18494,714",34,"32,3","41,4","20,7","0,01493",857,"29,3","29278,6",1,1,2,2000,"41,400",0,1
"18497,595",166,"46,1","202,2","8,8","0,07024",1244697,61,"1115659,8",134,29,23,171,"6,972",0,1
"18506,380",83,"40,1","101,1","7,8","0,07095",506525,57,"711705,6",125,11,13,104,"9,191",0,1
"18514,180",82,40,"99,9","2,9","0,02677",978639,"59,9",989262,283,12,34,120,"8,325",0,1
"18515,644",34,"32,3","41,4","41,4","0,02985",1714,"32,3","41406,2",1,1,1,1000,"41,400",0,1
"18518,146",52,36,"63,3",9,"0,06496",101468,"50,1","318539,8",36,28,7,194,"2,261",0,1
"18526,177",34,"32,3","41,4","20,7","0,01493",139842,"51,5","373955,1",84,1,2,23,"41,400",0,1
"18538,066",37,"33,1","45,1","45,1","0,11441",2030,"33,1","45059,7",1,1,1,1000,"45,100",0,1
"18565,388",80,"39,8","97,4","13,9","0,1265",188344,"52,7","433986,6",50,15,7,140,"6,493",0,1
"18572,883",56,"36,7","68,2","13,6","0,10577",74716,"48,7","273341,4",28,1,5,178,"68,200",0,1
"18572,884",48,"35,3","58,5","14,6","0,09367",164570,"52,2","405671,8",75,7,4,53,"8,357",0,1
"18587,714",176,"46,6","214,3",6,"0,0465",1473329,"61,7","1213807,8",197,15,36,182,"14,287",0,1
"18596,366",54,"36,4","65,8","16,4","0,12312",57387,"47,6","239555,2",19,1,4,210,"65,800",0,1
"18603,789",59,"37,1","71,9",18,"0,14526",70124,"48,5","264808,7",21,10,4,190,"7,190",0,1
"18605,314",166,"46,1","202,2",4,"0,03231",1897547,"62,8","1377514,6",258,40,50,193,"5,055",0,1
"18606,726",68,"38,4","82,8","10,4","0,09038",150892,"51,8","388448,7",46,12,8,173,"6,900",0,1
"18619,469",87,"40,5",106,"13,2","0,12118",141642,"51,5","376353,8",36,11,8,222,"9,636",0,1
"18622,031",56,"36,7","68,2","34,1","0,26442",33963,"45,3","184291,1",10,10,2,200,"6,820",0,1
"18625,476",42,"34,2","51,1","51,1","0,24116",2616,"34,2","51148,9",1,1,1,1000,"51,100",0,1
"18627,529",36,"32,8","43,8","21,9","0,04351",24761,"43,9","157354,8",14,15,2,142,"2,920",0,1
"18647,529",59,"37,1","71,9","14,4","0,11621",915850,"59,6","957000,6",300,2,5,16,"35,950",0,1
"18656,694",112,"42,7","136,4","10,5","0,094",811311,"59,1","900728,2",126,26,13,103,"5,246",3,1
"18659,840",66,"38,1","80,4","7,3","0,06301",158344,52,"397924,1",45,24,11,244,"3,350",0,1
"18662,578",77,"39,4","93,8","23,4","0,21182",56515,"47,5","237729,7",12,12,4,333,"7,817",0,1
"18669,338",53,"36,2","64,5","32,3","0,23689",17949,"42,5","133972,4",6,6,2,333,"10,750",0,1
"18669,482",77,"39,4","93,8","9,4","0,08473",504291,57,"710134,2",96,32,10,104,"2,931",0,1
"18669,483",61,"37,4","74,3","3,2","0,02671",914333,"59,6","956207,4",346,341,23,66,"0,218",0,1
"18669,488",62,"37,6","75,5","10,8","0,09009",47642,"46,8","218269,9",20,10,7,350,"7,550",0,1
"18669,489",88,"40,6","107,2","9,7","0,08917",873469,"59,4","934595,4",183,2,11,60,"53,600",0,1
"18669,491",62,"37,6","75,5","9,4","0,07883",100491,50,"317003,9",33,33,8,242,"2,288",0,1
"18669,498",76,"39,3","92,6","18,5","0,16685",1467824,"61,7","1211537,7",251,10,5,19,"9,260",0,1
